epoch,train_loss,val_loss,val_acc
1,2.3599100696491897,2.1975278769220625,27.74049217002237
2,1.901204850384381,1.8976899158386957,39.075316927665924
3,1.6428888472553078,1.979017477659952,40.193885160328115
4,1.4668399235194698,1.6317684536888486,46.75615212527964
5,1.3357396928835115,1.4979653188160487,50.63385533184191
6,1.2092171972266799,1.441698555435453,53.24384787472036
7,1.1073799901427583,1.6838406508877164,50.484712900820284
8,0.9903705376960243,1.450060745080312,53.61670395227442
9,0.902537099736505,1.4616626103719075,54.80984340044743
10,0.8204072447002683,1.4218126237392426,58.01640566741238
11,0.7424869299184328,1.4656028350194295,56.972408650261
12,0.6559895825685318,1.471110619249798,57.04697986577181
13,0.5939995079110357,1.3905589495386397,59.43325876211782
14,0.5234729343378394,1.506210778440748,58.68754660700969
15,0.4649747548991167,1.4501088886033922,60.924683072334076
16,0.39719798319259947,1.5742707536334084,58.38926174496644
17,0.37550859589706403,1.4759989011855352,63.16181953765847
18,0.3258483341298842,1.4966493816602797,61.07382550335571
19,0.27912412577593176,1.6169574459393818,60.40268456375839
20,0.24822380945522915,1.6263548731803894,61.894108873974645
21,0.23229624957594414,1.6795059243837993,63.08724832214765
22,0.20860942724359585,1.6826681012199038,62.34153616703952
23,0.19180013435779755,1.8207738796869914,58.53840417598807
24,0.1764410918414842,1.7505329847335815,61.74496644295302
25,0.17332510746797258,1.8966681815329052,60.85011185682327
26,0.1474858766819144,1.8887204698153905,60.62639821029083
27,0.14493214058452072,1.8846160854612077,60.4772557792692
28,0.1380821073030328,1.657150217464992,65.62266964951529
29,0.1393507193758398,1.7873232194355555,61.148396718866515
30,0.12460698181895781,1.7116541763146718,66.14466815809098
31,0.10631517413613936,2.0769435309228443,61.297539149888145
32,0.10411220658804334,1.9524559066409157,64.87695749440716
33,0.09537856688403434,2.3379912149338495,57.64354958985832
34,0.10011923539931554,1.9628662282512301,63.60924683072334
35,0.12536596489688343,2.0099467748687383,61.81953765846383
36,0.09904123882073364,1.8354456850460596,64.87695749440716
37,0.08632504209003189,2.007466182112694,63.31096196868009
38,0.09144991708366068,2.1117528325745036,61.37211036539895
39,0.08170228116954657,1.903278765224275,65.24981357196123
40,0.08609410337558226,1.9572238808586484,65.32438478747204
41,0.0914173796539152,2.0806178535733904,61.52125279642058
42,0.06161962238346932,1.8101569697970437,65.1006711409396
43,0.07228897891891925,1.9775995356695992,64.80238627889635
44,0.08038037589840809,1.9509727954864502,64.13124533929903
45,0.09263551898035668,1.9814703024569011,64.28038777032066
46,0.07676294155683852,1.7893807987372081,68.0089485458613
47,0.05767243929503478,2.0506496330102286,64.80238627889635
48,0.07581294396167396,2.1168123512041,62.86353467561521
49,0.08153405630080396,1.701800586212249,67.03952274422073
50,0.045684426278168155,1.8985142140161424,66.07009694258016
51,0.05706392813894789,2.201376057806469,61.297539149888145
52,0.06108800232581888,1.9929210486866178,64.42953020134229
53,0.06740045627173831,2.0769749255407426,62.56524981357196
54,0.09571458399295807,2.0722838909853074,65.54809843400447
55,0.06365923756279565,2.1284112561316717,61.81953765846383
56,0.04570559280141253,1.9529172465914773,64.65324384787472
57,0.05896666157351627,1.994277800832476,65.62266964951529
58,0.0521312402707435,1.846835569256828,69.35123042505593
59,0.04133376934191516,1.9149615480786277,66.2192393736018
60,0.05888360986002881,2.1159821585530327,63.83296047725578
61,0.05266945972984119,1.9963094343741734,65.17524235645041
62,0.04724949449359217,2.064075244324548,65.84638329604772
63,0.0718561071555703,1.9948205671140127,66.8903803131991
64,0.047820273174506815,1.9859526781808763,66.14466815809098
65,0.04083721239945878,1.9522234896818798,68.45637583892618
66,0.04962900283875014,2.0857025186220803,63.83296047725578
67,0.06956888614690017,2.071626345316569,65.54809843400447
68,0.04217842571869898,1.9374222528366816,67.33780760626398
69,0.03645595404120731,1.9516451358795166,65.84638329604772
70,0.03544598093566146,2.1581249024186815,65.77181208053692
71,0.04105985287243742,2.125400273572831,66.8903803131991
72,0.04584118211252233,2.073881786494028,66.07009694258016
73,0.03662282390574531,2.126147375220344,65.32438478747204
74,0.05678665495495152,2.013778960420972,66.74123788217749
75,0.05205506573540303,2.1242005299954188,66.51752423564504
76,0.03329715044549413,2.360964542343503,61.148396718866515
77,0.051361284101826124,1.9167328675587971,69.27665920954512
78,0.05093050510700496,1.982014728443963,67.4123788217748
79,0.03442082048133678,1.957691137279783,68.23266219239373
80,0.040675087209896155,2.0991512735684714,66.74123788217749
81,0.04971083425663443,2.080619445868901,65.54809843400447
82,0.04029050972614687,2.045822572140467,67.33780760626398
83,0.023835657408975346,1.9266688639209384,68.08351976137212
84,0.01888051228115538,2.041763825075967,69.27665920954512
85,0.0332707458745131,2.1673753332524073,65.99552572706935
86,0.05177216066990562,1.9870317521549405,66.8903803131991
87,0.043955285431891214,2.284299759637742,65.32438478747204
88,0.04623769866507189,2.1736360774153756,64.95152870991797
89,0.036882669856590625,2.0094761621384394,67.63609246830724
90,0.0219407571272907,2.0503662739481245,68.38180462341536
91,0.02049799672940212,2.070173754578545,67.11409395973155
92,0.04589493298819328,2.175036146527245,66.2192393736018
93,0.04016568597562506,1.9346755005064464,68.97837434750187
94,0.04450211614598306,2.082340352592014,67.71066368381804
95,0.026772890995922945,2.2291357900415147,66.81580909768829
96,0.027886658119063077,2.02166234595435,66.74123788217749
97,0.021991744041043454,2.048717038972037,68.97837434750187
98,0.03309830476770521,2.1212384416943504,66.8903803131991
99,0.042329269081157354,2.151993914729073,67.63609246830724
100,0.044663484393381296,2.0914676047506786,67.63609246830724
